entity,entity_type,degree_centrality,degree,total_weight,eigenvector_centrality,pagerank,betweenness_centrality,closeness_centrality,time_window,network_type,momentum_delta,momentum_label
New England Revolution,club,0.107143,3,8,0.028149,0.01023,0.0,0.518519,2022_Q4,club_cooccurrence,-0.01751,falling
Austin FC,club,0.535714,15,69,0.260065,0.047762,0.035147,0.682927,2022_Q4,club_cooccurrence,0.024933,rising
Columbus Crew,club,0.428571,12,34,0.090018,0.02797,0.062698,0.636364,2022_Q4,club_cooccurrence,-0.007727,falling
FC Cincinnati,club,0.285714,8,30,0.102533,0.023908,0.000441,0.583333,2022_Q4,club_cooccurrence,0.000201,stable
New York City FC,club,0.5,14,69,0.236689,0.047983,0.00316,0.666667,2022_Q4,club_cooccurrence,0.004242,rising
Philadelphia Union,club,0.857143,24,156,0.450635,0.108339,0.030012,0.875,2022_Q4,club_cooccurrence,0.061906,rising
Seattle Sounders FC,club,0.535714,15,53,0.150102,0.039048,0.026308,0.682927,2022_Q4,club_cooccurrence,-0.009539,falling
Orlando City SC,club,0.214286,6,21,0.049332,0.018747,0.0,0.56,2022_Q4,club_cooccurrence,-0.01185,falling
Nashville SC,club,0.392857,11,41,0.155605,0.030328,0.016314,0.622222,2022_Q4,club_cooccurrence,-0.002534,falling
Portland Timbers,club,0.571429,16,59,0.176765,0.044077,0.122166,0.7,2022_Q4,club_cooccurrence,0.004394,rising
FC Dallas,club,0.571429,16,58,0.180327,0.041674,0.065109,0.7,2022_Q4,club_cooccurrence,0.007736,rising
Sporting Kansas City,club,0.357143,10,28,0.082575,0.022901,0.008157,0.608696,2022_Q4,club_cooccurrence,-0.004155,falling
Houston Dynamo FC,club,0.142857,4,11,0.047343,0.011873,0.001323,0.538462,2022_Q4,club_cooccurrence,-0.003899,falling
Real Salt Lake,club,0.464286,13,37,0.104444,0.028618,0.050485,0.651163,2022_Q4,club_cooccurrence,-0.006511,falling
Charlotte FC,club,0.178571,5,13,0.054615,0.013049,0.005448,0.54902,2022_Q4,club_cooccurrence,-0.01288,falling
D.C. United,club,0.25,7,18,0.054089,0.016606,0.022487,0.571429,2022_Q4,club_cooccurrence,-0.02035,falling
Colorado Rapids,club,0.214286,6,17,0.074664,0.015816,0.024544,0.56,2022_Q4,club_cooccurrence,-0.01318,falling
Minnesota United FC,club,0.285714,8,18,0.048146,0.018602,0.037661,0.583333,2022_Q4,club_cooccurrence,-0.00315,falling
Toronto FC,club,0.464286,13,33,0.09502,0.027409,0.106763,0.651163,2022_Q4,club_cooccurrence,-0.026221,falling
Vancouver Whitecaps FC,club,0.142857,4,12,0.034091,0.013542,0.0,0.528302,2022_Q4,club_cooccurrence,-0.021039,falling
St. Louis City SC,club,0.071429,2,7,0.034045,0.009394,0.0,0.491228,2022_Q4,club_cooccurrence,0.0,stable
San Jose Earthquakes,club,0.142857,4,8,0.032016,0.010521,0.007496,0.538462,2022_Q4,club_cooccurrence,-0.007802,falling
Atlanta United FC,club,0.892857,25,220,0.165581,0.03005,0.006614,0.903226,2023,club_cooccurrence,0.003183,rising
Charlotte FC,club,0.928571,26,194,0.137684,0.027317,0.030864,0.933333,2023,club_cooccurrence,0.00235,rising
Inter Miami CF,club,1.0,28,594,0.387081,0.07308,0.0,1.0,2023,club_cooccurrence,0.034949,rising
CF Montreal,club,0.928571,26,403,0.281459,0.051104,0.003968,0.933333,2023,club_cooccurrence,-0.023616,falling
Chicago Fire FC,club,1.0,28,246,0.163043,0.033489,0.002646,1.0,2023,club_cooccurrence,-0.006821,falling
Columbus Crew,club,1.0,28,346,0.233371,0.045017,0.0,1.0,2023,club_cooccurrence,0.010086,rising
LA Galaxy,club,1.0,28,348,0.240387,0.04524,0.0,1.0,2023,club_cooccurrence,-0.005313,falling
LAFC,club,1.0,28,510,0.334374,0.063927,0.0,1.0,2023,club_cooccurrence,-0.001899,stable
Toronto FC,club,0.964286,27,285,0.188202,0.037972,0.011905,0.965517,2023,club_cooccurrence,0.000883,stable
Colorado Rapids,club,0.892857,25,146,0.084154,0.0224,0.032187,0.903226,2023,club_cooccurrence,-0.004866,falling
Minnesota United FC,club,0.964286,27,136,0.078052,0.021315,0.040829,0.965517,2023,club_cooccurrence,0.004385,rising
Vancouver Whitecaps FC,club,0.964286,27,200,0.134744,0.028192,0.005952,0.965517,2023,club_cooccurrence,-0.002028,falling
Austin FC,club,0.928571,26,114,0.069039,0.018508,0.082848,0.933333,2023,club_cooccurrence,-0.012632,falling
New York City FC,club,1.0,28,286,0.193945,0.037983,0.000661,1.0,2023,club_cooccurrence,-0.003667,falling
Portland Timbers,club,0.714286,20,116,0.071075,0.018766,0.037434,0.777778,2023,club_cooccurrence,-0.01827,falling
Seattle Sounders FC,club,1.0,28,344,0.201624,0.04576,0.0,1.0,2023,club_cooccurrence,-0.001947,stable
Houston Dynamo FC,club,0.928571,26,258,0.178397,0.034745,0.000661,0.933333,2023,club_cooccurrence,0.019975,rising
Sporting Kansas City,club,0.928571,26,154,0.093899,0.023167,0.076279,0.933333,2023,club_cooccurrence,-0.007106,falling
New England Revolution,club,1.0,28,243,0.154318,0.033262,0.009568,1.0,2023,club_cooccurrence,0.014288,rising
Real Salt Lake,club,0.892857,25,143,0.086077,0.022007,0.039418,0.903226,2023,club_cooccurrence,-0.003632,falling
Orlando City SC,club,0.964286,27,216,0.146778,0.029924,0.001323,0.965517,2023,club_cooccurrence,0.003213,rising
Philadelphia Union,club,1.0,28,348,0.232387,0.045243,0.0,1.0,2023,club_cooccurrence,-0.025847,falling
D.C. United,club,0.857143,24,176,0.12071,0.025233,0.026675,0.875,2023,club_cooccurrence,-0.003154,falling
FC Cincinnati,club,0.928571,26,338,0.237074,0.043531,0.001764,0.933333,2023,club_cooccurrence,0.014622,rising
New York Red Bulls,club,1.0,28,295,0.208697,0.038758,0.035935,1.0,2023,club_cooccurrence,0.001655,stable
San Jose Earthquakes,club,0.928571,26,120,0.063563,0.019524,0.166402,0.933333,2023,club_cooccurrence,5.5e-05,stable
Nashville SC,club,0.928571,26,254,0.176716,0.034205,0.003968,0.933333,2023,club_cooccurrence,0.003346,rising
FC Dallas,club,0.964286,27,185,0.111816,0.026868,0.035053,0.965517,2023,club_cooccurrence,-0.012476,falling
St. Louis City SC,club,0.928571,26,156,0.097922,0.023414,0.107099,0.933333,2023,club_cooccurrence,0.01402,rising
Atlanta United FC,club,0.285714,8,35,0.156387,0.028632,0.004189,0.571429,2023_Q1,club_cooccurrence,0.003435,rising
Charlotte FC,club,0.642857,18,65,0.249179,0.051868,0.07209,0.736842,2023_Q1,club_cooccurrence,0.027871,rising
Inter Miami CF,club,0.678571,19,81,0.311342,0.061599,0.03088,0.756757,2023_Q1,club_cooccurrence,0.005168,rising
CF Montreal,club,0.75,21,96,0.359188,0.072726,0.018739,0.8,2023_Q1,club_cooccurrence,0.008637,rising
Chicago Fire FC,club,0.571429,16,62,0.258767,0.04759,0.020284,0.7,2023_Q1,club_cooccurrence,0.009074,rising
Columbus Crew,club,0.392857,11,25,0.084157,0.023603,0.035254,0.622222,2023_Q1,club_cooccurrence,-0.013479,falling
LA Galaxy,club,0.607143,17,72,0.303706,0.05503,0.019709,0.717949,2023_Q1,club_cooccurrence,0.001794,stable
LAFC,club,0.785714,22,89,0.342957,0.068368,0.066534,0.823529,2023_Q1,club_cooccurrence,0.000119,stable
Toronto FC,club,0.607143,17,66,0.265317,0.052077,0.044048,0.717949,2023_Q1,club_cooccurrence,0.015385,rising
Colorado Rapids,club,0.321429,9,28,0.0956,0.02677,0.011426,0.595745,2023_Q1,club_cooccurrence,0.003814,rising
Minnesota United FC,club,0.107143,3,7,0.020145,0.010518,0.0,0.482759,2023_Q1,club_cooccurrence,-0.007726,falling
Vancouver Whitecaps FC,club,0.392857,11,40,0.166741,0.032592,0.005889,0.622222,2023_Q1,club_cooccurrence,0.004911,rising
Austin FC,club,0.535714,15,36,0.111696,0.031413,0.081205,0.682927,2023_Q1,club_cooccurrence,0.003992,rising
New York City FC,club,0.571429,16,54,0.201789,0.043083,0.005972,0.7,2023_Q1,club_cooccurrence,0.000881,stable
Seattle Sounders FC,club,0.642857,18,60,0.218356,0.048028,0.046072,0.736842,2023_Q1,club_cooccurrence,0.003218,rising
Portland Timbers,club,0.357143,10,28,0.119984,0.024501,0.01067,0.608696,2023_Q1,club_cooccurrence,-0.011419,falling
Houston Dynamo FC,club,0.357143,10,22,0.095892,0.02063,0.051942,0.608696,2023_Q1,club_cooccurrence,0.002836,rising
Sporting Kansas City,club,0.178571,5,13,0.056389,0.014166,0.002513,0.518519,2023_Q1,club_cooccurrence,-0.010602,falling
New England Revolution,club,0.392857,11,31,0.126633,0.026935,0.011263,0.622222,2023_Q1,club_cooccurrence,0.004836,rising
Real Salt Lake,club,0.357143,10,30,0.103579,0.02633,0.014286,0.595745,2023_Q1,club_cooccurrence,0.002977,rising
Orlando City SC,club,0.321429,9,19,0.06263,0.019042,0.022884,0.583333,2023_Q1,club_cooccurrence,-0.012097,falling
Philadelphia Union,club,0.75,21,84,0.304135,0.065407,0.018867,0.8,2023_Q1,club_cooccurrence,0.002171,rising
D.C. United,club,0.357143,10,30,0.128117,0.026048,0.008907,0.608696,2023_Q1,club_cooccurrence,-0.0006,stable
FC Cincinnati,club,0.107143,3,7,0.021904,0.010412,0.000661,0.482759,2023_Q1,club_cooccurrence,-0.021917,falling
New York Red Bulls,club,0.392857,11,25,0.075345,0.024919,0.033927,0.608696,2023_Q1,club_cooccurrence,-0.010527,falling
Nashville SC,club,0.357143,10,23,0.092551,0.021042,0.029474,0.608696,2023_Q1,club_cooccurrence,-0.009913,falling
FC Dallas,club,0.464286,13,27,0.090761,0.025428,0.09731,0.636364,2023_Q1,club_cooccurrence,-0.012878,falling
San Jose Earthquakes,club,0.357143,10,25,0.052494,0.024541,0.028062,0.595745,2023_Q1,club_cooccurrence,0.004274,rising
St. Louis City SC,club,0.214286,6,16,0.053877,0.016702,0.000882,0.54902,2023_Q1,club_cooccurrence,0.000298,stable
CF Montreal,club,0.678571,19,99,0.373973,0.064187,0.006239,0.756757,2023_Q2,club_cooccurrence,-0.001804,stable
D.C. United,club,0.571429,16,51,0.190898,0.035602,0.02766,0.7,2023_Q2,club_cooccurrence,0.012973,rising
San Jose Earthquakes,club,0.464286,13,36,0.105591,0.02793,0.028954,0.651163,2023_Q2,club_cooccurrence,0.009735,rising
Sporting Kansas City,club,0.535714,15,40,0.105576,0.03067,0.05474,0.666667,2023_Q2,club_cooccurrence,0.010592,rising
Columbus Crew,club,0.714286,20,58,0.186225,0.042745,0.101808,0.777778,2023_Q2,club_cooccurrence,0.010548,rising
New England Revolution,club,0.535714,15,58,0.19452,0.040231,0.005688,0.682927,2023_Q2,club_cooccurrence,0.016755,rising
New York Red Bulls,club,0.428571,12,41,0.153655,0.029623,0.004409,0.636364,2023_Q2,club_cooccurrence,-0.001585,stable
Colorado Rapids,club,0.321429,9,24,0.069467,0.020272,0.012346,0.595745,2023_Q2,club_cooccurrence,-0.00139,stable
LAFC,club,0.785714,22,83,0.266806,0.056509,0.016806,0.823529,2023_Q2,club_cooccurrence,-0.021556,falling
Vancouver Whitecaps FC,club,0.428571,12,35,0.111538,0.026927,0.021752,0.622222,2023_Q2,club_cooccurrence,0.002152,rising
LA Galaxy,club,0.821429,23,100,0.345705,0.065922,0.057011,0.848485,2023_Q2,club_cooccurrence,0.014072,rising
Austin FC,club,0.464286,13,34,0.102148,0.026065,0.026675,0.651163,2023_Q2,club_cooccurrence,-0.006496,falling
Charlotte FC,club,0.464286,13,38,0.139981,0.027953,0.020826,0.651163,2023_Q2,club_cooccurrence,-0.002792,falling
Orlando City SC,club,0.392857,11,29,0.105162,0.022537,0.042857,0.622222,2023_Q2,club_cooccurrence,-3.4e-05,stable
Inter Miami CF,club,0.571429,16,91,0.368156,0.058746,0.007937,0.7,2023_Q2,club_cooccurrence,-0.0059,falling
Philadelphia Union,club,0.714286,20,88,0.280198,0.059064,0.008157,0.777778,2023_Q2,club_cooccurrence,-0.013932,falling
St. Louis City SC,club,0.464286,13,36,0.106182,0.027552,0.0097,0.636364,2023_Q2,club_cooccurrence,0.011049,rising
Atlanta United FC,club,0.428571,12,52,0.243482,0.035139,0.017637,0.636364,2023_Q2,club_cooccurrence,0.010014,rising
Nashville SC,club,0.464286,13,37,0.135535,0.027284,0.026323,0.651163,2023_Q2,club_cooccurrence,-0.001241,stable
Chicago Fire FC,club,0.714286,20,67,0.225238,0.045886,0.050529,0.777778,2023_Q2,club_cooccurrence,0.007399,rising
Portland Timbers,club,0.357143,10,25,0.055086,0.021406,0.015079,0.608696,2023_Q2,club_cooccurrence,-0.007709,falling
FC Cincinnati,club,0.321429,9,31,0.126766,0.023439,0.003469,0.595745,2023_Q2,club_cooccurrence,-0.002511,falling
Minnesota United FC,club,0.428571,12,33,0.071274,0.02677,0.028101,0.636364,2023_Q2,club_cooccurrence,0.009958,rising
New York City FC,club,0.571429,16,62,0.204678,0.044686,0.023986,0.7,2023_Q2,club_cooccurrence,0.00167,stable
Seattle Sounders FC,club,0.5,14,45,0.105044,0.034392,0.016204,0.666667,2023_Q2,club_cooccurrence,-0.009887,falling
Houston Dynamo FC,club,0.428571,12,33,0.105315,0.025518,0.029982,0.622222,2023_Q2,club_cooccurrence,0.003102,rising
Real Salt Lake,club,0.357143,10,25,0.05751,0.021472,0.009568,0.595745,2023_Q2,club_cooccurrence,-0.00418,falling
Toronto FC,club,0.357143,10,31,0.104142,0.023824,0.01649,0.608696,2023_Q2,club_cooccurrence,-0.015329,falling
FC Dallas,club,0.071429,2,4,0.012749,0.007651,0.000992,0.474576,2023_Q2,club_cooccurrence,-0.023672,falling
CF Montreal,club,0.678571,19,90,0.20246,0.047662,0.006664,0.756757,2023_Q3,club_cooccurrence,-0.01501,falling
Charlotte FC,club,0.392857,11,31,0.078167,0.019599,0.017299,0.622222,2023_Q3,club_cooccurrence,-0.016114,falling
Inter Miami CF,club,0.928571,26,247,0.51747,0.121845,0.019687,0.933333,2023_Q3,club_cooccurrence,0.05737,rising
Columbus Crew,club,0.535714,15,48,0.09774,0.028285,0.038605,0.682927,2023_Q3,club_cooccurrence,-0.008837,falling
D.C. United,club,0.5,14,58,0.138689,0.031724,0.014638,0.666667,2023_Q3,club_cooccurrence,0.002763,rising
LA Galaxy,club,0.607143,17,67,0.156654,0.037759,0.082332,0.717949,2023_Q3,club_cooccurrence,-0.017638,falling
Seattle Sounders FC,club,0.607143,17,45,0.087013,0.027775,0.076557,0.717949,2023_Q3,club_cooccurrence,-0.014952,falling
Austin FC,club,0.178571,5,10,0.021974,0.009964,0.009905,0.54902,2023_Q3,club_cooccurrence,-0.015365,falling
San Jose Earthquakes,club,0.178571,5,16,0.025673,0.013468,0.0,0.528302,2023_Q3,club_cooccurrence,-0.01053,falling
Chicago Fire FC,club,0.5,14,46,0.109218,0.026689,0.019841,0.666667,2023_Q3,club_cooccurrence,-0.015633,falling
FC Cincinnati,club,0.642857,18,102,0.271158,0.051409,0.006173,0.736842,2023_Q3,club_cooccurrence,0.025615,rising
New England Revolution,club,0.642857,18,72,0.148178,0.039419,0.029743,0.736842,2023_Q3,club_cooccurrence,0.005943,rising
Atlanta United FC,club,0.535714,15,77,0.209155,0.040495,0.010112,0.682927,2023_Q3,club_cooccurrence,0.009221,rising
Vancouver Whitecaps FC,club,0.357143,10,34,0.07457,0.020769,0.018915,0.595745,2023_Q3,club_cooccurrence,-0.008468,falling
New York Red Bulls,club,0.535714,15,93,0.265272,0.047848,0.020944,0.682927,2023_Q3,club_cooccurrence,0.016748,rising
Nashville SC,club,0.678571,19,114,0.315068,0.058047,0.01685,0.756757,2023_Q3,club_cooccurrence,0.030537,rising
St. Louis City SC,club,0.107143,3,6,0.02273,0.007778,0.005732,0.509091,2023_Q3,club_cooccurrence,-0.014778,falling
LAFC,club,0.821429,23,103,0.269599,0.054598,0.098721,0.848485,2023_Q3,club_cooccurrence,-0.008337,falling
Philadelphia Union,club,0.5,14,51,0.144969,0.02841,0.05016,0.666667,2023_Q3,club_cooccurrence,-0.028161,falling
Real Salt Lake,club,0.25,7,19,0.047437,0.014025,0.012213,0.56,2023_Q3,club_cooccurrence,-0.009245,falling
Sporting Kansas City,club,0.214286,6,14,0.042962,0.011323,0.020282,0.54902,2023_Q3,club_cooccurrence,-0.011345,falling
Orlando City SC,club,0.535714,15,70,0.193843,0.037159,0.012596,0.682927,2023_Q3,club_cooccurrence,0.013325,rising
Minnesota United FC,club,0.642857,18,49,0.095211,0.030316,0.096989,0.736842,2023_Q3,club_cooccurrence,0.010782,rising
Portland Timbers,club,0.214286,6,16,0.016732,0.013766,0.011621,0.528302,2023_Q3,club_cooccurrence,-0.007792,falling
Toronto FC,club,0.678571,19,107,0.23999,0.055632,0.005511,0.756757,2023_Q3,club_cooccurrence,0.017674,rising
FC Dallas,club,0.392857,11,29,0.06446,0.019336,0.044192,0.622222,2023_Q3,club_cooccurrence,-0.000646,stable
New York City FC,club,0.714286,20,101,0.241337,0.052254,0.012566,0.777778,2023_Q3,club_cooccurrence,0.010337,rising
Houston Dynamo FC,club,0.464286,13,64,0.172662,0.035072,0.009284,0.651163,2023_Q3,club_cooccurrence,0.008108,rising
Colorado Rapids,club,0.321429,9,25,0.041102,0.017573,0.01264,0.595745,2023_Q3,club_cooccurrence,-0.005574,falling
Atlanta United FC,club,0.428571,12,35,0.076917,0.018204,0.053244,0.636364,2023_Q4,club_cooccurrence,-0.016551,falling
CF Montreal,club,0.714286,20,103,0.199382,0.04562,0.02403,0.777778,2023_Q4,club_cooccurrence,-0.015905,falling
Inter Miami CF,club,0.821429,23,162,0.288268,0.07007,0.01775,0.848485,2023_Q4,club_cooccurrence,-0.01066,falling
LA Galaxy,club,0.714286,20,83,0.170465,0.038448,0.070578,0.777778,2023_Q4,club_cooccurrence,-0.014456,falling
FC Dallas,club,0.678571,19,91,0.163067,0.041457,0.063587,0.756757,2023_Q4,club_cooccurrence,0.023985,rising
New England Revolution,club,0.428571,12,50,0.090131,0.02579,0.022046,0.636364,2023_Q4,club_cooccurrence,-0.009738,falling
Houston Dynamo FC,club,0.607143,17,108,0.25045,0.045738,0.018519,0.717949,2023_Q4,club_cooccurrence,0.018665,rising
Nashville SC,club,0.535714,15,47,0.074913,0.023688,0.045899,0.682927,2023_Q4,club_cooccurrence,-0.01177,falling
Philadelphia Union,club,0.535714,15,98,0.217132,0.042227,0.001323,0.682927,2023_Q4,club_cooccurrence,-0.008733,falling
Seattle Sounders FC,club,0.785714,22,162,0.296881,0.068742,0.036508,0.823529,2023_Q4,club_cooccurrence,0.03201,rising
Sporting Kansas City,club,0.535714,15,61,0.121421,0.029526,0.037856,0.682927,2023_Q4,club_cooccurrence,0.010806,rising
D.C. United,club,0.142857,4,8,0.012243,0.009563,0.008466,0.518519,2023_Q4,club_cooccurrence,-0.021562,falling
San Jose Earthquakes,club,0.142857,4,8,0.006699,0.009692,0.013668,0.509091,2023_Q4,club_cooccurrence,-0.012288,falling
New York Red Bulls,club,0.75,21,109,0.211429,0.047543,0.04537,0.8,2023_Q4,club_cooccurrence,0.013413,rising
Chicago Fire FC,club,0.392857,11,39,0.070797,0.020433,0.005511,0.622222,2023_Q4,club_cooccurrence,-0.019622,falling
Toronto FC,club,0.535714,15,55,0.090954,0.027904,0.031393,0.682927,2023_Q4,club_cooccurrence,-0.01594,falling
FC Cincinnati,club,0.785714,22,164,0.33962,0.068512,0.037018,0.823529,2023_Q4,club_cooccurrence,0.040092,rising
Minnesota United FC,club,0.178571,5,11,0.011801,0.009772,0.012812,0.518519,2023_Q4,club_cooccurrence,-0.012763,falling
Charlotte FC,club,0.25,7,27,0.055052,0.01533,0.002646,0.56,2023_Q4,club_cooccurrence,-0.01781,falling
Orlando City SC,club,0.607143,17,65,0.131675,0.030311,0.053351,0.717949,2023_Q4,club_cooccurrence,0.004065,rising
LAFC,club,0.678571,19,216,0.436215,0.087841,0.005159,0.756757,2023_Q4,club_cooccurrence,0.028016,rising
St. Louis City SC,club,0.392857,11,65,0.15163,0.029314,0.0,0.622222,2023_Q4,club_cooccurrence,0.01197,rising
Colorado Rapids,club,0.392857,11,32,0.04289,0.018721,0.022443,0.622222,2023_Q4,club_cooccurrence,-0.002817,falling
Real Salt Lake,club,0.321429,9,33,0.05987,0.017969,0.012566,0.595745,2023_Q4,club_cooccurrence,-0.00264,falling
Vancouver Whitecaps FC,club,0.535714,15,66,0.152778,0.030423,0.043481,0.682927,2023_Q4,club_cooccurrence,0.00366,rising
Portland Timbers,club,0.321429,9,27,0.061932,0.015293,0.020723,0.595745,2023_Q4,club_cooccurrence,-0.004598,falling
Austin FC,club,0.107143,3,7,0.022549,0.00764,0.007275,0.5,2023_Q4,club_cooccurrence,-0.014841,falling
Columbus Crew,club,0.892857,25,190,0.37589,0.079221,0.045899,0.903226,2023_Q4,club_cooccurrence,0.047677,rising
New York City FC,club,0.5,14,48,0.085937,0.025007,0.061772,0.666667,2023_Q4,club_cooccurrence,-0.021667,falling
CF Montreal,club,1.0,28,387,0.263724,0.052647,0.0,1.0,2024,club_cooccurrence,0.000157,stable
Inter Miami CF,club,1.0,28,501,0.34628,0.066252,0.0,1.0,2024,club_cooccurrence,-0.017302,falling
Philadelphia Union,club,1.0,28,261,0.184503,0.037065,0.0,1.0,2024,club_cooccurrence,-0.006169,falling
Real Salt Lake,club,1.0,28,198,0.132883,0.029652,0.005291,1.0,2024,club_cooccurrence,0.01183,rising
Atlanta United FC,club,0.857143,24,181,0.145145,0.026898,0.016755,0.875,2024,club_cooccurrence,-0.004381,falling
Columbus Crew,club,1.0,28,414,0.298563,0.055586,0.0,1.0,2024,club_cooccurrence,0.005502,rising
LAFC,club,1.0,28,358,0.255559,0.04886,0.0,1.0,2024,club_cooccurrence,-0.017456,falling
Nashville SC,club,1.0,28,235,0.15704,0.03418,0.0,1.0,2024,club_cooccurrence,-0.00216,falling
New York City FC,club,1.0,28,323,0.232054,0.044492,0.0,1.0,2024,club_cooccurrence,0.003843,rising
St. Louis City SC,club,0.75,21,69,0.048457,0.013618,0.201764,0.8,2024,club_cooccurrence,-0.00793,falling
Toronto FC,club,1.0,28,385,0.266554,0.052218,0.0,1.0,2024,club_cooccurrence,0.016431,rising
Chicago Fire FC,club,0.928571,26,217,0.159587,0.031421,0.002646,0.933333,2024,club_cooccurrence,0.000418,stable
New England Revolution,club,0.928571,26,187,0.136685,0.027871,0.028748,0.933333,2024,club_cooccurrence,-0.007276,falling
D.C. United,club,0.857143,24,139,0.09643,0.022058,0.021825,0.875,2024,club_cooccurrence,-0.003572,falling
FC Dallas,club,1.0,28,165,0.107352,0.025474,0.114065,1.0,2024,club_cooccurrence,0.002659,rising
LA Galaxy,club,1.0,28,376,0.269681,0.050819,0.0,1.0,2024,club_cooccurrence,0.003443,rising
Austin FC,club,0.892857,25,93,0.067847,0.016498,0.146869,0.903226,2024,club_cooccurrence,0.001942,stable
Minnesota United FC,club,0.964286,27,228,0.161105,0.032972,0.0,0.965517,2024,club_cooccurrence,0.010686,rising
Seattle Sounders FC,club,1.0,28,379,0.25525,0.051748,0.0,1.0,2024,club_cooccurrence,0.008112,rising
Houston Dynamo FC,club,0.928571,26,150,0.106149,0.023492,0.037522,0.933333,2024,club_cooccurrence,-0.011951,falling
FC Cincinnati,club,0.928571,26,242,0.180298,0.034457,0.007716,0.933333,2024,club_cooccurrence,-0.01333,falling
Charlotte FC,club,0.785714,22,130,0.096605,0.02081,0.016843,0.823529,2024,club_cooccurrence,-0.000151,stable
Orlando City SC,club,0.964286,27,226,0.167287,0.03247,0.017813,0.965517,2024,club_cooccurrence,0.002468,rising
Sporting Kansas City,club,0.928571,26,144,0.096324,0.022968,0.018034,0.933333,2024,club_cooccurrence,-0.000872,stable
New York Red Bulls,club,0.928571,26,269,0.212204,0.037225,0.017725,0.933333,2024,club_cooccurrence,-0.004446,falling
San Jose Earthquakes,club,0.857143,24,124,0.084357,0.020385,0.129012,0.875,2024,club_cooccurrence,0.003355,rising
Vancouver Whitecaps FC,club,1.0,28,227,0.152981,0.033082,0.016093,1.0,2024,club_cooccurrence,0.007042,rising
Colorado Rapids,club,0.892857,25,198,0.136186,0.029329,0.004409,0.903226,2024,club_cooccurrence,0.010474,rising
Portland Timbers,club,0.964286,27,166,0.116335,0.025453,0.046914,0.965517,2024,club_cooccurrence,0.008631,rising
CF Montreal,club,0.5,14,39,0.177843,0.043619,0.092122,0.651163,2024_Q1,club_cooccurrence,-0.005024,falling
Inter Miami CF,club,0.571429,16,64,0.321118,0.065149,0.03179,0.682927,2024_Q1,club_cooccurrence,-0.020907,falling
Real Salt Lake,club,0.571429,16,53,0.27093,0.053096,0.052307,0.7,2024_Q1,club_cooccurrence,0.032547,rising
Philadelphia Union,club,0.428571,12,49,0.268318,0.048965,0.006198,0.636364,2024_Q1,club_cooccurrence,0.013064,rising
Atlanta United FC,club,0.321429,9,26,0.147728,0.02818,0.00119,0.583333,2024_Q1,club_cooccurrence,-0.000352,stable
Columbus Crew,club,0.428571,12,40,0.213581,0.041079,0.019929,0.636364,2024_Q1,club_cooccurrence,-0.013285,falling
LAFC,club,0.321429,9,34,0.200237,0.034966,0.006878,0.583333,2024_Q1,club_cooccurrence,-0.0288,falling
Nashville SC,club,0.642857,18,64,0.321367,0.064337,0.085607,0.717949,2024_Q1,club_cooccurrence,0.025699,rising
New York City FC,club,0.607143,17,65,0.306174,0.064214,0.008182,0.717949,2024_Q1,club_cooccurrence,0.02363,rising
St. Louis City SC,club,0.285714,8,24,0.139287,0.026274,0.010964,0.571429,2024_Q1,club_cooccurrence,0.009371,rising
Toronto FC,club,0.785714,22,86,0.365564,0.087016,0.105203,0.823529,2024_Q1,club_cooccurrence,0.041765,rising
Chicago Fire FC,club,0.357143,10,21,0.101304,0.024215,0.096061,0.595745,2024_Q1,club_cooccurrence,-0.001966,stable
D.C. United,club,0.214286,6,14,0.066317,0.01803,0.029115,0.54902,2024_Q1,club_cooccurrence,-0.003085,falling
New England Revolution,club,0.285714,8,24,0.106219,0.027884,0.011338,0.571429,2024_Q1,club_cooccurrence,-0.003143,falling
LA Galaxy,club,0.142857,4,11,0.067504,0.015002,0.005585,0.518519,2024_Q1,club_cooccurrence,-0.02734,falling
Austin FC,club,0.035714,1,2,0.007474,0.007167,0.0,0.394366,2024_Q1,club_cooccurrence,-0.0042,falling
Seattle Sounders FC,club,0.464286,13,35,0.163963,0.041073,0.105669,0.636364,2024_Q1,club_cooccurrence,-0.008349,falling
Minnesota United FC,club,0.25,7,19,0.091857,0.022824,0.031996,0.54902,2024_Q1,club_cooccurrence,-0.001529,stable
Houston Dynamo FC,club,0.25,7,20,0.088911,0.023515,0.023104,0.54902,2024_Q1,club_cooccurrence,-0.011252,falling
FC Cincinnati,club,0.357143,10,28,0.135804,0.031165,0.047008,0.583333,2024_Q1,club_cooccurrence,-0.020294,falling
Charlotte FC,club,0.321429,9,27,0.148988,0.029564,0.011846,0.583333,2024_Q1,club_cooccurrence,0.010984,rising
FC Dallas,club,0.071429,2,4,0.029287,0.008612,0.003175,0.451613,2024_Q1,club_cooccurrence,-0.020144,falling
Orlando City SC,club,0.607143,17,55,0.25415,0.056209,0.062201,0.717949,2024_Q1,club_cooccurrence,0.022896,rising
Sporting Kansas City,club,0.392857,11,29,0.136062,0.031638,0.011243,0.622222,2024_Q1,club_cooccurrence,0.010366,rising
New York Red Bulls,club,0.071429,2,6,0.032877,0.010695,0.0,0.482759,2024_Q1,club_cooccurrence,-0.03351,falling
San Jose Earthquakes,club,0.321429,9,25,0.129008,0.027579,0.00582,0.583333,2024_Q1,club_cooccurrence,0.013064,rising
